City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,lashio,22.9333,97.75,18.04,34,98,0.59,MM,1674442038
303,karakulino,56.012,53.7067,-17.28,98,21,1.66,RU,1674442039
304,zambezi,-13.5432,23.1047,17.69,97,100,2.81,ZM,1674442040
305,ambon,-3.6954,128.1814,31.08,70,40,5.14,ID,1674442040
306,emerald,-23.5333,148.1667,29.08,59,44,3.65,AU,1674441675
307,at-bashi,41.1702,75.8106,-17.04,61,50,2.21,KG,1674442042
308,ourem,39.6417,-8.5919,3.7,67,2,0.79,PT,1674442043
309,sagvag,59.7786,5.3961,1.95,74,100,6.48,NO,1674442043
310,san jose,37.3394,-121.895,13.32,38,20,5.66,US,1674441865
311,maridi,4.9158,29.4742,22.18,28,98,1.62,SS,1674442044
312,myshkin,57.7897,38.4545,-14.38,100,90,1.09,RU,1674442045
313,manavgat,36.7867,31.4431,11.93,56,0,1.47,TR,1674442045
314,kimbe,-5.5502,150.1429,30.44,66,94,2.67,PG,1674442046
315,fuling,29.7022,107.3919,8.13,81,100,0.89,CN,1674442046
316,zhigansk,66.7697,123.3711,-37.47,94,100,2.43,RU,1674441712
317,bar harbor,44.3876,-68.2039,-1.93,93,100,0.0,US,1674442048
318,adrar,20.5022,-10.0711,15.07,16,0,4.7,MR,1674442048
319,sitka,57.0531,-135.33,3.94,75,100,11.32,US,1674441661
320,okhotsk,59.3833,143.3,-24.21,81,55,5.44,RU,1674441758
321,stanger,-29.3282,31.2895,22.94,92,11,1.24,ZA,1674442050
322,carman,49.4992,-98.0016,-3.81,86,94,3.6,CA,1674442050
323,joshimath,30.5667,79.5667,3.75,32,0,3.33,IN,1674442051
324,pevek,69.7008,170.3133,-34.16,92,83,1.31,RU,1674441764
325,roswell,34.0232,-84.3616,7.26,94,100,0.0,US,1674441792
326,umm lajj,25.0213,37.2685,20.3,57,25,3.71,SA,1674442053
327,sorland,67.667,12.6934,5.92,77,48,15.48,NO,1674442053
328,isugod,9.3408,118.1196,27.54,72,100,2.08,PH,1674442054
329,san andres,12.5847,-81.7006,27.01,78,20,5.14,CO,1674441890
330,karasjok,69.4719,25.5112,-5.16,77,100,6.64,NO,1674442055
331,paita,-5.0892,-81.1144,21.66,83,23,2.92,PE,1674442056
332,port hawkesbury,45.6169,-61.3485,-0.46,90,20,3.6,CA,1674442057
